section	key	probe	lon	lat
REG	epsg:32182	3	-0x1.e8p5	0x1.4p2
REG	epsg:32182	4	-0x1.98p5	0x1.4p2
REG	epsg:32183	0	-0x1.d4p5	0x0.0p0
REG	epsg:32183	1	-0x1.fcp5	-0x1.4p2
REG	epsg:32183	2	-0x1.acp5	-0x1.4p2
REG	epsg:32183	3	-0x1.fcp5	0x1.4p2
REG	epsg:32183	4	-0x1.acp5	0x1.4p2
REG	epsg:32184	0	-0x1.ecp5	0x0.0p0
REG	epsg:32184	1	-0x1.0ap6	-0x1.4p2
REG	epsg:32184	2	-0x1.c4p5	-0x1.4p2
REG	epsg:32184	3	-0x1.0ap6	0x1.4p2
REG	epsg:32184	4	-0x1.c4p5	0x1.4p2
REG	epsg:32185	0	-0x1.02p6	0x0.0p0
REG	epsg:32185	1	-0x1.16p6	-0x1.4p2
REG	epsg:32185	2	-0x1.dcp5	-0x1.4p2
REG	epsg:32185	3	-0x1.16p6	0x1.4p2
REG	epsg:32185	4	-0x1.dcp5	0x1.4p2
REG	epsg:32186	0	-0x1.0ep6	0x0.0p0
REG	epsg:32186	1	-0x1.22p6	-0x1.4p2
REG	epsg:32186	2	-0x1.f4p5	-0x1.4p2
REG	epsg:32186	3	-0x1.22p6	0x1.4p2
REG	epsg:32186	4	-0x1.f4p5	0x1.4p2
REG	epsg:32187	0	-0x1.1ap6	0x0.0p0
REG	epsg:32187	1	-0x1.2ep6	-0x1.4p2
REG	epsg:32187	2	-0x1.06p6	-0x1.4p2
REG	epsg:32187	3	-0x1.2ep6	0x1.4p2
REG	epsg:32187	4	-0x1.06p6	0x1.4p2
REG	epsg:32188	0	-0x1.26p6	0x0.0p0
REG	epsg:32188	1	-0x1.3ap6	-0x1.4p2
REG	epsg:32188	2	-0x1.12p6	-0x1.4p2
REG	epsg:32188	3	-0x1.3ap6	0x1.4p2
REG	epsg:32188	4	-0x1.12p6	0x1.4p2
REG	epsg:32189	0	-0x1.32p6	0x0.0p0
REG	epsg:32189	1	-0x1.46p6	-0x1.4p2
REG	epsg:32189	2	-0x1.1ep6	-0x1.4p2
REG	epsg:32189	3	-0x1.46p6	0x1.4p2
REG	epsg:32189	4	-0x1.1ep6	0x1.4p2
REG	epsg:3219	0	0x1.2cp7	-0x1.3555555555556p6
REG	epsg:3219	1	0x1.68p6	-0x1.64p6
REG	epsg:3219	2	-0x1.2cp7	-0x1.64p6
REG	epsg:3219	3	0x1.68p6	-0x1.f2aaaaaaaaaacp5
REG	epsg:3219	4	-0x1.2cp7	-0x1.f2aaaaaaaaaacp5
REG	epsg:32190	0	-0x1.3ep6	0x0.0p0
REG	epsg:32190	1	-0x1.52p6	-0x1.4p2
REG	epsg:32190	2	-0x1.2ap6	-0x1.4p2
REG	epsg:32190	3	-0x1.52p6	0x1.4p2
REG	epsg:32190	4	-0x1.2ap6	0x1.4p2
REG	epsg:32191	0	-0x1.4ap6	0x0.0p0
REG	epsg:32191	1	-0x1.5ep6	-0x1.4p2
REG	epsg:32191	2	-0x1.36p6	-0x1.4p2
REG	epsg:32191	3	-0x1.5ep6	0x1.4p2
REG	epsg:32191	4	-0x1.36p6	0x1.4p2
REG	epsg:32192	0	-0x1.44p6	0x0.0p0
REG	epsg:32192	1	-0x1.58p6	-0x1.4p2
REG	epsg:32192	2	-0x1.3p6	-0x1.4p2
REG	epsg:32192	3	-0x1.58p6	0x1.4p2
REG	epsg:32192	4	-0x1.3p6	0x1.4p2
REG	epsg:32193	0	-0x1.5p6	0x0.0p0
REG	epsg:32193	1	-0x1.64p6	-0x1.4p2
REG	epsg:32193	2	-0x1.3cp6	-0x1.4p2
REG	epsg:32193	3	-0x1.64p6	0x1.4p2
REG	epsg:32193	4	-0x1.3cp6	0x1.4p2
REG	epsg:32194	0	-0x1.5cp6	0x0.0p0
REG	epsg:32194	1	-0x1.7p6	-0x1.4p2
REG	epsg:32194	2	-0x1.48p6	-0x1.4p2
REG	epsg:32194	3	-0x1.7p6	0x1.4p2
REG	epsg:32194	4	-0x1.48p6	0x1.4p2
REG	epsg:32195	0	-0x1.68p6	0x0.0p0
REG	epsg:32195	1	-0x1.7cp6	-0x1.4p2
REG	epsg:32195	2	-0x1.54p6	-0x1.4p2
REG	epsg:32195	3	-0x1.7cp6	0x1.4p2
REG	epsg:32195	4	-0x1.54p6	0x1.4p2
REG	epsg:32196	0	-0x1.74p6	0x0.0p0
REG	epsg:32196	1	-0x1.88p6	-0x1.4p2
REG	epsg:32196	2	-0x1.6p6	-0x1.4p2
REG	epsg:32196	3	-0x1.88p6	0x1.4p2
REG	epsg:32196	4	-0x1.6p6	0x1.4p2
REG	epsg:32197	0	-0x1.8p6	0x0.0p0
REG	epsg:32197	1	-0x1.94p6	-0x1.4p2
REG	epsg:32197	2	-0x1.6cp6	-0x1.4p2
REG	epsg:32197	3	-0x1.94p6	0x1.4p2
REG	epsg:32197	4	-0x1.6cp6	0x1.4p2
REG	epsg:32198	0	-0x1.12p6	0x1.ap5
REG	epsg:32198	1	-0x1.7374c68e6ad1ap6	0x1.28p5
REG	epsg:32198	2	-0x1.611672e32a5ccp5	0x1.28p5
REG	epsg:32198	3	-0x1.7374c68e6ad1ap6	0x1.0cp6
REG	epsg:32198	4	-0x1.611672e32a5ccp5	0x1.0cp6
REG	epsg:32199	0	-0x1.6d55555555555p6	0x1.aaaaaaaaaaaaap4
REG	epsg:32199	1	-0x1.77c7107b1a9e2p6	0x1.8555555555556p4
REG	epsg:32199	2	-0x1.62e39a2f900c8p6	0x1.8555555555556p4
REG	epsg:32199	3	-0x1.77c7107b1a9e2p6	0x1.cfffffffffffep4
REG	epsg:32199	4	-0x1.62e39a2f900c8p6	0x1.cfffffffffffep4
REG	epsg:3220	0	0x1.44p7	-0x1.3555555555556p6
REG	epsg:3220	1	0x1.98p6	-0x1.64p6
REG	epsg:3220	2	-0x1.14p7	-0x1.64p6
REG	epsg:3220	3	0x1.98p6	-0x1.f2aaaaaaaaaacp5
REG	epsg:3220	4	-0x1.14p7	-0x1.f2aaaaaaaaaacp5
REG	epsg:32201	0	-0x1.62p7	0x0.0p0
REG	epsg:32201	1	0x1.64p7	-0x1.4p2
REG	epsg:32201	2	-0x1.58p7	-0x1.4p2
REG	epsg:32201	3	0x1.64p7	0x1.4p2
REG	epsg:32201	4	-0x1.58p7	0x1.4p2
REG	epsg:32202	0	-0x1.56p7	0x0.0p0
REG	epsg:32202	1	-0x1.6p7	-0x1.4p2
REG	epsg:32202	2	-0x1.4cp7	-0x1.4p2
REG	epsg:32202	3	-0x1.6p7	0x1.4p2
REG	epsg:32202	4	-0x1.4cp7	0x1.4p2
REG	epsg:32203	0	-0x1.4ap7	0x0.0p0
REG	epsg:32203	1	-0x1.54p7	-0x1.4p2
REG	epsg:32203	2	-0x1.4p7	-0x1.4p2
REG	epsg:32203	3	-0x1.54p7	0x1.4p2
REG	epsg:32203	4	-0x1.4p7	0x1.4p2
REG	epsg:32204	0	-0x1.3ep7	0x0.0p0
REG	epsg:32204	1	-0x1.48p7	-0x1.4p2
REG	epsg:32204	2	-0x1.34p7	-0x1.4p2
REG	epsg:32204	3	-0x1.48p7	0x1.4p2
REG	epsg:32204	4	-0x1.34p7	0x1.4p2
REG	epsg:32205	0	-0x1.32p7	0x0.0p0
REG	epsg:32205	1	-0x1.3cp7	-0x1.4p2
REG	epsg:32205	2	-0x1.28p7	-0x1.4p2
REG	epsg:32205	3	-0x1.3cp7	0x1.4p2
REG	epsg:32205	4	-0x1.28p7	0x1.4p2
REG	epsg:32206	0	-0x1.26p7	0x0.0p0
REG	epsg:32206	1	-0x1.3p7	-0x1.4p2
REG	epsg:32206	2	-0x1.1cp7	-0x1.4p2
REG	epsg:32206	3	-0x1.3p7	0x1.4p2
REG	epsg:32206	4	-0x1.1cp7	0x1.4p2
REG	epsg:32207	0	-0x1.1ap7	0x0.0p0
REG	epsg:32207	1	-0x1.24p7	-0x1.4p2
REG	epsg:32207	2	-0x1.1p7	-0x1.4p2
REG	epsg:32207	3	-0x1.24p7	0x1.4p2
REG	epsg:32207	4	-0x1.1p7	0x1.4p2
REG	epsg:32208	0	-0x1.0ep7	0x0.0p0
REG	epsg:32208	1	-0x1.18p7	-0x1.4p2
REG	epsg:32208	2	-0x1.04p7	-0x1.4p2
REG	epsg:32208	3	-0x1.18p7	0x1.4p2
REG	epsg:32208	4	-0x1.04p7	0x1.4p2
REG	epsg:32209	0	-0x1.02p7	0x0.0p0
REG	epsg:32209	1	-0x1.0cp7	-0x1.4p2
REG	epsg:32209	2	-0x1.fp6	-0x1.4p2
REG	epsg:32209	3	-0x1.0cp7	0x1.4p2
REG	epsg:32209	4	-0x1.fp6	0x1.4p2
REG	epsg:3221	0	-0x1.98p6	-0x1.3d55555555556p6
REG	epsg:3221	1	-0x1.44p7	-0x1.64p6
REG	epsg:3221	2	-0x1.5p5	-0x1.64p6
REG	epsg:3221	3	-0x1.44p7	-0x1.0155555555556p6
REG	epsg:3221	4	-0x1.5p5	-0x1.0155555555556p6
REG	epsg:32210	0	-0x1.ecp6	0x0.0p0
REG	epsg:32210	1	-0x1.0p7	-0x1.4p2
REG	epsg:32210	2	-0x1.d8p6	-0x1.4p2
REG	epsg:32210	3	-0x1.0p7	0x1.4p2
REG	epsg:32210	4	-0x1.d8p6	0x1.4p2
REG	epsg:32211	0	-0x1.d4p6	0x0.0p0
REG	epsg:32211	1	-0x1.e8p6	-0x1.4p2
REG	epsg:32211	2	-0x1.cp6	-0x1.4p2
REG	epsg:32211	3	-0x1.e8p6	0x1.4p2
REG	epsg:32211	4	-0x1.cp6	0x1.4p2
REG	epsg:32212	0	-0x1.bcp6	0x0.0p0
REG	epsg:32212	1	-0x1.dp6	-0x1.4p2
REG	epsg:32212	2	-0x1.a8p6	-0x1.4p2
REG	epsg:32212	3	-0x1.dp6	0x1.4p2
REG	epsg:32212	4	-0x1.a8p6	0x1.4p2
REG	epsg:32213	0	-0x1.a4p6	0x0.0p0
REG	epsg:32213	1	-0x1.b8p6	-0x1.4p2
REG	epsg:32213	2	-0x1.9p6	-0x1.4p2
REG	epsg:32213	3	-0x1.b8p6	0x1.4p2
REG	epsg:32213	4	-0x1.9p6	0x1.4p2
REG	epsg:32214	0	-0x1.8cp6	0x0.0p0
REG	epsg:32214	1	-0x1.ap6	-0x1.4p2
REG	epsg:32214	2	-0x1.78p6	-0x1.4p2
REG	epsg:32214	3	-0x1.ap6	0x1.4p2
REG	epsg:32214	4	-0x1.78p6	0x1.4p2
REG	epsg:32215	0	-0x1.74p6	0x0.0p0
REG	epsg:32215	1	-0x1.88p6	-0x1.4p2
REG	epsg:32215	2	-0x1.6p6	-0x1.4p2
REG	epsg:32215	3	-0x1.88p6	0x1.4p2
REG	epsg:32215	4	-0x1.6p6	0x1.4p2
REG	epsg:32216	0	-0x1.5cp6	0x0.0p0
REG	epsg:32216	1	-0x1.7p6	-0x1.4p2
REG	epsg:32216	2	-0x1.48p6	-0x1.4p2
REG	epsg:32216	3	-0x1.7p6	0x1.4p2
REG	epsg:32216	4	-0x1.48p6	0x1.4p2
REG	epsg:32217	0	-0x1.44p6	0x0.0p0
REG	epsg:32217	1	-0x1.58p6	-0x1.4p2
REG	epsg:32217	2	-0x1.3p6	-0x1.4p2
REG	epsg:32217	3	-0x1.58p6	0x1.4p2
REG	epsg:32217	4	-0x1.3p6	0x1.4p2
REG	epsg:32218	0	-0x1.2cp6	0x0.0p0
REG	epsg:32218	1	-0x1.4p6	-0x1.4p2
REG	epsg:32218	2	-0x1.18p6	-0x1.4p2
REG	epsg:32218	3	-0x1.4p6	0x1.4p2
REG	epsg:32218	4	-0x1.18p6	0x1.4p2
REG	epsg:32219	0	-0x1.14p6	0x0.0p0
REG	epsg:32219	1	-0x1.28p6	-0x1.4p2
REG	epsg:32219	2	-0x1.0p6	-0x1.4p2
REG	epsg:32219	3	-0x1.28p6	0x1.4p2
REG	epsg:32219	4	-0x1.0p6	0x1.4p2
REG	epsg:3222	0	-0x1.68p6	-0x1.3d55555555556p6
REG	epsg:3222	1	-0x1.2cp7	-0x1.64p6
REG	epsg:3222	2	-0x1.ep4	-0x1.64p6
REG	epsg:3222	3	-0x1.2cp7	-0x1.0155555555556p6
REG	epsg:3222	4	-0x1.ep4	-0x1.0155555555556p6
REG	epsg:32220	0	-0x1.f8p5	0x0.0p0
REG	epsg:32220	1	-0x1.1p6	-0x1.4p2
REG	epsg:32220	2	-0x1.dp5	-0x1.4p2
REG	epsg:32220	3	-0x1.1p6	0x1.4p2
REG	epsg:32220	4	-0x1.dp5	0x1.4p2
REG	epsg:32221	0	-0x1.c8p5	0x0.0p0
REG	epsg:32221	1	-0x1.fp5	-0x1.4p2
REG	epsg:32221	2	-0x1.ap5	-0x1.4p2
REG	epsg:32221	3	-0x1.fp5	0x1.4p2
REG	epsg:32221	4	-0x1.ap5	0x1.4p2
REG	epsg:32222	0	-0x1.98p5	0x0.0p0
REG	epsg:32222	1	-0x1.cp5	-0x1.4p2
REG	epsg:32222	2	-0x1.7p5	-0x1.4p2
REG	epsg:32222	3	-0x1.cp5	0x1.4p2
REG	epsg:32222	4	-0x1.7p5	0x1.4p2
REG	epsg:32223	0	-0x1.68p5	0x0.0p0
REG	epsg:32223	1	-0x1.9p5	-0x1.4p2
REG	epsg:32223	2	-0x1.4p5	-0x1.4p2
REG	epsg:32223	3	-0x1.9p5	0x1.4p2
REG	epsg:32223	4	-0x1.4p5	0x1.4p2
REG	epsg:32224	0	-0x1.38p5	0x0.0p0
REG	epsg:32224	1	-0x1.6p5	-0x1.4p2
REG	epsg:32224	2	-0x1.1p5	-0x1.4p2
REG	epsg:32224	3	-0x1.6p5	0x1.4p2
REG	epsg:32224	4	-0x1.1p5	0x1.4p2
REG	epsg:32225	0	-0x1.08p5	0x0.0p0
REG	epsg:32225	1	-0x1.3p5	-0x1.4p2
REG	epsg:32225	2	-0x1.cp4	-0x1.4p2
REG	epsg:32225	3	-0x1.3p5	0x1.4p2
REG	epsg:32225	4	-0x1.cp4	0x1.4p2
REG	epsg:32226	0	-0x1.bp4	0x0.0p0
REG	epsg:32226	1	-0x1.0p5	-0x1.4p2
REG	epsg:32226	2	-0x1.6p4	-0x1.4p2
REG	epsg:32226	3	-0x1.0p5	0x1.4p2
REG	epsg:32226	4	-0x1.6p4	0x1.4p2
REG	epsg:32227	0	-0x1.5p4	0x0.0p0
REG	epsg:32227	1	-0x1.ap4	-0x1.4p2
REG	epsg:32227	2	-0x1.0p4	-0x1.4p2
REG	epsg:32227	3	-0x1.ap4	0x1.4p2
REG	epsg:32227	4	-0x1.0p4	0x1.4p2
REG	epsg:32228	0	-0x1.ep3	0x0.0p0
REG	epsg:32228	1	-0x1.4p4	-0x1.4p2
REG	epsg:32228	2	-0x1.4p3	-0x1.4p2
REG	epsg:32228	3	-0x1.4p4	0x1.4p2
REG	epsg:32228	4	-0x1.4p3	0x1.4p2
REG	epsg:32229	0	-0x1.2p3	0x0.0p0
REG	epsg:32229	1	-0x1.cp3	-0x1.4p2
REG	epsg:32229	2	-0x1.0p2	-0x1.4p2
REG	epsg:32229	3	-0x1.cp3	0x1.4p2
REG	epsg:32229	4	-0x1.0p2	0x1.4p2
REG	epsg:3223	0	-0x1.38p6	-0x1.3d55555555556p6
REG	epsg:3223	1	-0x1.14p7	-0x1.64p6
REG	epsg:3223	2	-0x1.2p4	-0x1.64p6
REG	epsg:3223	3	-0x1.14p7	-0x1.0155555555556p6
REG	epsg:3223	4	-0x1.2p4	-0x1.0155555555556p6
REG	epsg:32230	0	-0x1.8p1	0x0.0p0
REG	epsg:32230	1	-0x1.0p3	-0x1.4p2
REG	epsg:32230	2	0x1.0p1	-0x1.4p2
REG	epsg:32230	3	-0x1.0p3	0x1.4p2
REG	epsg:32230	4	0x1.0p1	0x1.4p2
REG	epsg:32231	0	0x1.8p1	0x0.0p0
REG	epsg:32231	1	-0x1.0p1	-0x1.4p2
REG	epsg:32231	2	0x1.0p3	-0x1.4p2
REG	epsg:32231	3	-0x1.0p1	0x1.4p2
REG	epsg:32231	4	0x1.0p3	0x1.4p2
REG	epsg:32232	0	0x1.2p3	0x0.0p0
REG	epsg:32232	1	0x1.0p2	-0x1.4p2
REG	epsg:32232	2	0x1.cp3	-0x1.4p2
REG	epsg:32232	3	0x1.0p2	0x1.4p2
REG	epsg:32232	4	0x1.cp3	0x1.4p2
REG	epsg:32233	0	0x1.ep3	0x0.0p0
REG	epsg:32233	1	0x1.4p3	-0x1.4p2
REG	epsg:32233	2	0x1.4p4	-0x1.4p2
REG	epsg:32233	3	0x1.4p3	0x1.4p2
REG	epsg:32233	4	0x1.4p4	0x1.4p2
REG	epsg:32234	0	0x1.5p4	0x0.0p0
REG	epsg:32234	1	0x1.0p4	-0x1.4p2
REG	epsg:32234	2	0x1.ap4	-0x1.4p2
REG	epsg:32234	3	0x1.0p4	0x1.4p2
REG	epsg:32234	4	0x1.ap4	0x1.4p2
REG	epsg:32235	0	0x1.bp4	0x0.0p0
REG	epsg:32235	1	0x1.6p4	-0x1.4p2
REG	epsg:32235	2	0x1.0p5	-0x1.4p2
REG	epsg:32235	3	0x1.6p4	0x1.4p2
REG	epsg:32235	4	0x1.0p5	0x1.4p2
REG	epsg:32236	0	0x1.08p5	0x0.0p0
REG	epsg:32236	1	0x1.cp4	-0x1.4p2
REG	epsg:32236	2	0x1.3p5	-0x1.4p2
REG	epsg:32236	3	0x1.cp4	0x1.4p2
REG	epsg:32236	4	0x1.3p5	0x1.4p2
REG	epsg:32237	0	0x1.38p5	0x0.0p0
REG	epsg:32237	1	0x1.1p5	-0x1.4p2
REG	epsg:32237	2	0x1.6p5	-0x1.4p2
REG	epsg:32237	3	0x1.1p5	0x1.4p2
REG	epsg:32237	4	0x1.6p5	0x1.4p2
REG	epsg:32238	0	0x1.68p5	0x0.0p0
REG	epsg:32238	1	0x1.4p5	-0x1.4p2
REG	epsg:32238	2	0x1.9p5	-0x1.4p2
REG	epsg:32238	3	0x1.4p5	0x1.4p2
REG	epsg:32238	4	0x1.9p5	0x1.4p2
REG	epsg:32239	0	0x1.98p5	0x0.0p0
REG	epsg:32239	1	0x1.7p5	-0x1.4p2
REG	epsg:32239	2	0x1.cp5	-0x1.4p2
REG	epsg:32239	3	0x1.7p5	0x1.4p2
REG	epsg:32239	4	0x1.cp5	0x1.4p2
REG	epsg:3224	0	-0x1.08p6	-0x1.3d55555555556p6
REG	epsg:3224	1	-0x1.f8p6	-0x1.64p6
REG	epsg:3224	2	-0x1.8p2	-0x1.64p6
REG	epsg:3224	3	-0x1.f8p6	-0x1.0155555555556p6
REG	epsg:3224	4	-0x1.8p2	-0x1.0155555555556p6
REG	epsg:32240	0	0x1.c8p5	0x0.0p0
REG	epsg:32240	1	0x1.ap5	-0x1.4p2
REG	epsg:32240	2	0x1.fp5	-0x1.4p2
REG	epsg:32240	3	0x1.ap5	0x1.4p2
REG	epsg:32240	4	0x1.fp5	0x1.4p2
REG	epsg:32241	0	0x1.f8p5	0x0.0p0
REG	epsg:32241	1	0x1.dp5	-0x1.4p2
REG	epsg:32241	2	0x1.1p6	-0x1.4p2
REG	epsg:32241	3	0x1.dp5	0x1.4p2
REG	epsg:32241	4	0x1.1p6	0x1.4p2
REG	epsg:32242	0	0x1.14p6	0x0.0p0
REG	epsg:32242	1	0x1.0p6	-0x1.4p2
REG	epsg:32242	2	0x1.28p6	-0x1.4p2
REG	epsg:32242	3	0x1.0p6	0x1.4p2
REG	epsg:32242	4	0x1.28p6	0x1.4p2
REG	epsg:32243	0	0x1.2cp6	0x0.0p0
REG	epsg:32243	1	0x1.18p6	-0x1.4p2
REG	epsg:32243	2	0x1.4p6	-0x1.4p2
REG	epsg:32243	3	0x1.18p6	0x1.4p2
REG	epsg:32243	4	0x1.4p6	0x1.4p2
REG	epsg:32244	0	0x1.44p6	0x0.0p0
REG	epsg:32244	1	0x1.3p6	-0x1.4p2
REG	epsg:32244	2	0x1.58p6	-0x1.4p2
REG	epsg:32244	3	0x1.3p6	0x1.4p2
REG	epsg:32244	4	0x1.58p6	0x1.4p2
REG	epsg:32245	0	0x1.5cp6	0x0.0p0
REG	epsg:32245	1	0x1.48p6	-0x1.4p2
REG	epsg:32245	2	0x1.7p6	-0x1.4p2
REG	epsg:32245	3	0x1.48p6	0x1.4p2
REG	epsg:32245	4	0x1.7p6	0x1.4p2
REG	epsg:32246	0	0x1.74p6	0x0.0p0
REG	epsg:32246	1	0x1.6p6	-0x1.4p2
REG	epsg:32246	2	0x1.88p6	-0x1.4p2
REG	epsg:32246	3	0x1.6p6	0x1.4p2
REG	epsg:32246	4	0x1.88p6	0x1.4p2
REG	epsg:32247	0	0x1.8cp6	0x0.0p0
REG	epsg:32247	1	0x1.78p6	-0x1.4p2
REG	epsg:32247	2	0x1.ap6	-0x1.4p2
REG	epsg:32247	3	0x1.78p6	0x1.4p2
REG	epsg:32247	4	0x1.ap6	0x1.4p2
REG	epsg:32248	0	0x1.a4p6	0x0.0p0
REG	epsg:32248	1	0x1.9p6	-0x1.4p2
REG	epsg:32248	2	0x1.b8p6	-0x1.4p2
REG	epsg:32248	3	0x1.9p6	0x1.4p2
REG	epsg:32248	4	0x1.b8p6	0x1.4p2
REG	epsg:32249	0	0x1.bcp6	0x0.0p0
REG	epsg:32249	1	0x1.a8p6	-0x1.4p2
REG	epsg:32249	2	0x1.dp6	-0x1.4p2
REG	epsg:32249	3	0x1.a8p6	0x1.4p2
REG	epsg:32249	4	0x1.dp6	0x1.4p2
REG	epsg:3225	0	-0x1.2p4	-0x1.3d55555555556p6
REG	epsg:3225	1	-0x1.38p6	-0x1.64p6
REG	epsg:3225	2	0x1.5p5	-0x1.64p6
REG	epsg:3225	3	-0x1.38p6	-0x1.0155555555556p6
REG	epsg:3225	4	0x1.5p5	-0x1.0155555555556p6
REG	epsg:32250	0	0x1.d4p6	0x0.0p0
REG	epsg:32250	1	0x1.cp6	-0x1.4p2
REG	epsg:32250	2	0x1.e8p6	-0x1.4p2
REG	epsg:32250	3	0x1.cp6	0x1.4p2
REG	epsg:32250	4	0x1.e8p6	0x1.4p2
REG	epsg:32251	0	0x1.ecp6	0x0.0p0
REG	epsg:32251	1	0x1.d8p6	-0x1.4p2
REG	epsg:32251	2	0x1.0p7	-0x1.4p2
REG	epsg:32251	3	0x1.d8p6	0x1.4p2
REG	epsg:32251	4	0x1.0p7	0x1.4p2
REG	epsg:32252	0	0x1.02p7	0x0.0p0
REG	epsg:32252	1	0x1.fp6	-0x1.4p2
REG	epsg:32252	2	0x1.0cp7	-0x1.4p2
REG	epsg:32252	3	0x1.fp6	0x1.4p2
REG	epsg:32252	4	0x1.0cp7	0x1.4p2
REG	epsg:32253	0	0x1.0ep7	0x0.0p0
REG	epsg:32253	1	0x1.04p7	-0x1.4p2
REG	epsg:32253	2	0x1.18p7	-0x1.4p2
REG	epsg:32253	3	0x1.04p7	0x1.4p2
REG	epsg:32253	4	0x1.18p7	0x1.4p2
REG	epsg:32254	0	0x1.1ap7	0x0.0p0
REG	epsg:32254	1	0x1.1p7	-0x1.4p2
REG	epsg:32254	2	0x1.24p7	-0x1.4p2
REG	epsg:32254	3	0x1.1p7	0x1.4p2
REG	epsg:32254	4	0x1.24p7	0x1.4p2
REG	epsg:32255	0	0x1.26p7	0x0.0p0
REG	epsg:32255	1	0x1.1cp7	-0x1.4p2
REG	epsg:32255	2	0x1.3p7	-0x1.4p2
REG	epsg:32255	3	0x1.1cp7	0x1.4p2
REG	epsg:32255	4	0x1.3p7	0x1.4p2
REG	epsg:32256	0	0x1.32p7	0x0.0p0
REG	epsg:32256	1	0x1.28p7	-0x1.4p2
REG	epsg:32256	2	0x1.3cp7	-0x1.4p2
REG	epsg:32256	3	0x1.28p7	0x1.4p2
REG	epsg:32256	4	0x1.3cp7	0x1.4p2
REG	epsg:32257	0	0x1.3ep7	0x0.0p0
REG	epsg:32257	1	0x1.34p7	-0x1.4p2
REG	epsg:32257	2	0x1.48p7	-0x1.4p2
REG	epsg:32257	3	0x1.34p7	0x1.4p2
REG	epsg:32257	4	0x1.48p7	0x1.4p2
REG	epsg:32258	0	0x1.4ap7	0x0.0p0
REG	epsg:32258	1	0x1.4p7	-0x1.4p2
REG	epsg:32258	2	0x1.54p7	-0x1.4p2
REG	epsg:32258	3	0x1.4p7	0x1.4p2
REG	epsg:32258	4	0x1.54p7	0x1.4p2
REG	epsg:32259	0	0x1.56p7	0x0.0p0
REG	epsg:32259	1	0x1.4cp7	-0x1.4p2
REG	epsg:32259	2	0x1.6p7	-0x1.4p2
REG	epsg:32259	3	0x1.4cp7	0x1.4p2
REG	epsg:32259	4	0x1.6p7	0x1.4p2
REG	epsg:3226	0	-0x1.8p2	-0x1.3d55555555556p6
REG	epsg:3226	1	-0x1.08p6	-0x1.64p6
REG	epsg:3226	2	0x1.bp5	-0x1.64p6
REG	epsg:3226	3	-0x1.08p6	-0x1.0155555555556p6
REG	epsg:3226	4	0x1.bp5	-0x1.0155555555556p6
REG	epsg:32260	0	0x1.62p7	0x0.0p0
REG	epsg:32260	1	0x1.58p7	-0x1.4p2
REG	epsg:32260	2	-0x1.64p7	-0x1.4p2
REG	epsg:32260	3	0x1.58p7	0x1.4p2
REG	epsg:32260	4	-0x1.64p7	0x1.4p2
REG	epsg:3227	0	0x1.8p2	-0x1.3d55555555556p6
REG	epsg:3227	1	-0x1.bp5	-0x1.64p6
REG	epsg:3227	2	0x1.08p6	-0x1.64p6
REG	epsg:3227	3	-0x1.bp5	-0x1.0155555555556p6
REG	epsg:3227	4	0x1.08p6	-0x1.0155555555556p6
REG	epsg:3228	0	0x1.2p4	-0x1.3d55555555556p6
REG	epsg:3228	1	-0x1.5p5	-0x1.64p6
REG	epsg:3228	2	0x1.38p6	-0x1.64p6
REG	epsg:3228	3	-0x1.5p5	-0x1.0155555555556p6
REG	epsg:3228	4	0x1.38p6	-0x1.0155555555556p6
REG	epsg:3229	0	0x1.ep4	-0x1.3d55555555556p6
REG	epsg:3229	1	-0x1.ep4	-0x1.64p6
REG	epsg:3229	2	0x1.68p6	-0x1.64p6
REG	epsg:3229	3	-0x1.ep4	-0x1.0155555555556p6
REG	epsg:3229	4	0x1.68p6	-0x1.0155555555556p6
REG	epsg:3230	0	0x1.5p5	-0x1.3d55555555556p6
REG	epsg:3230	1	-0x1.2p4	-0x1.64p6
REG	epsg:3230	2	0x1.98p6	-0x1.64p6
REG	epsg:3230	3	-0x1.2p4	-0x1.0155555555556p6
REG	epsg:3230	4	0x1.98p6	-0x1.0155555555556p6
REG	epsg:32301	0	-0x1.62p7	-0x1.9p4
REG	epsg:32301	1	0x1.62f75a3f3d469p7	-0x1.ep4
REG	epsg:32301	2	-0x1.56f75a3f3d469p7	-0x1.ep4
REG	epsg:32301	3	0x1.62f75a3f3d469p7	-0x1.4p4
REG	epsg:32301	4	-0x1.56f75a3f3d469p7	-0x1.4p4
REG	epsg:32302	0	-0x1.56p7	-0x1.9p4
REG	epsg:32302	1	-0x1.6108a5c0c2b97p7	-0x1.ep4
REG	epsg:32302	2	-0x1.4af75a3f3d469p7	-0x1.ep4
REG	epsg:32302	3	-0x1.6108a5c0c2b97p7	-0x1.4p4
REG	epsg:32302	4	-0x1.4af75a3f3d469p7	-0x1.4p4
REG	epsg:32303	0	-0x1.4ap7	-0x1.9p4
REG	epsg:32303	1	-0x1.5508a5c0c2b97p7	-0x1.ep4
REG	epsg:32303	2	-0x1.3ef75a3f3d469p7	-0x1.ep4
REG	epsg:32303	3	-0x1.5508a5c0c2b97p7	-0x1.4p4
REG	epsg:32303	4	-0x1.3ef75a3f3d469p7	-0x1.4p4
REG	epsg:32304	0	-0x1.3ep7	-0x1.9p4
