section	key	probe	message
CSV	proj4-epsg.csv:04213	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04214	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04215	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04216	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04217	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04218	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04219	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04220	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04221	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04222	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04223	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04224	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04225	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04226	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04227	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04228	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04229	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04230	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04231	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04232	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04233	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04234	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04235	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04236	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04237	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04238	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04239	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04240	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04241	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04242	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04243	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04244	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04245	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04246	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04247	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04248	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04249	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04250	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04251	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04252	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04253	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04254	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04255	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04256	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04257	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04258	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04259	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04260	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04261	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04262	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04263	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04264	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04265	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04266	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04267	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04268	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04269	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04270	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04271	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04272	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04273	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04274	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04275	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04276	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04277	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04278	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04279	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04280	0	crs-tgt: vunits parameter is not supported
CSV	proj4-epsg.csv:04281	0	crs-tgt: vunits parameter is not supported
PAIR	t02/epsg:4014>epsg:2044	1	inv: Latitude is out of range: -4.0265309313084836E9
PAIR	t02/epsg:4014>epsg:2044	2	inv: Latitude is out of range: -18887.839191443843
PAIR	t02/epsg:4014>epsg:2044	3	inv: Latitude is out of range: 4.073660814398801E9
PAIR	t02/epsg:4014>epsg:2044	4	inv: Latitude is out of range: 18917.257213348523
PAIR	t02/epsg:4174>epsg:21418	1	inv: Latitude is out of range: -4.027626376753856E9
PAIR	t02/epsg:4174>epsg:21418	2	inv: Latitude is out of range: -18886.155044078292
PAIR	t02/epsg:4174>epsg:21418	3	inv: Latitude is out of range: 4.089947668578276E9
PAIR	t02/epsg:4174>epsg:21418	4	inv: Latitude is out of range: 18924.967752456803
PAIR	t03/epsg:4007>epsg:20022	0	inv: Latitude is out of range: 2156.102327834094
PAIR	t03/epsg:4034>epsg:20092	0	inv: Latitude is out of range: 1.577837569927224E9
PAIR	t03/epsg:4045>epsg:2094	1	inv: Latitude is out of range: -2.1916699107719284E11
PAIR	t03/epsg:4045>epsg:2094	2	inv: Latitude is out of range: -36307.98685492182
PAIR	t03/epsg:4045>epsg:2094	3	inv: Latitude is out of range: 2.1902687649142526E11
PAIR	t03/epsg:4045>epsg:2094	4	inv: Latitude is out of range: 36306.03963048495
PAIR	t12/epsg:4152>epsg:2044	1	inv: Latitude is out of range: -4.0493869748938913E9
PAIR	t12/epsg:4152>epsg:2044	2	inv: Latitude is out of range: -18902.147857207656
PAIR	t12/epsg:4152>epsg:2044	3	inv: Latitude is out of range: 4.0968238513943553E9
PAIR	t12/epsg:4152>epsg:2044	4	inv: Latitude is out of range: 18931.59233637236
PAIR	t12/epsg:4737>epsg:21418	1	inv: Latitude is out of range: -4.0383104249493136E9
PAIR	t12/epsg:4737>epsg:21418	2	inv: Latitude is out of range: -18892.850663671135
PAIR	t12/epsg:4737>epsg:21418	3	inv: Latitude is out of range: 4.100822534070221E9
PAIR	t12/epsg:4737>epsg:21418	4	inv: Latitude is out of range: 18931.680385637723
PAIR	t13/epsg:4075>epsg:20022	0	inv: Latitude is out of range: 2156.155617890177
PAIR	t13/epsg:4173>epsg:20079	0	inv: Latitude is out of range: 6.498279028860817
PAIR	t13/epsg:4173>epsg:20079	2	inv: Latitude is out of range: -2887733.2714643097
PAIR	t13/epsg:4173>epsg:20079	4	inv: Latitude is out of range: 2902023.1515140785
PAIR	t13/epsg:4283>epsg:20092	0	inv: Latitude is out of range: 1.5778655121672132E9
PAIR	t13/epsg:4617>epsg:2094	1	inv: Latitude is out of range: -2.1799344971297263E11
PAIR	t13/epsg:4617>epsg:2094	2	inv: Latitude is out of range: -36291.63736370758
PAIR	t13/epsg:4617>epsg:2094	3	inv: Latitude is out of range: 2.178542105335585E11
PAIR	t13/epsg:4617>epsg:2094	4	inv: Latitude is out of range: 36289.691413582725
PAIR	t20/epsg:4132>epsg:2025	1	inv: Latitude is out of range: -77.307051246336
PAIR	t20/epsg:4132>epsg:2025	2	inv: Latitude is out of range: -5864.420330113911
PAIR	t20/epsg:4132>epsg:2025	3	inv: Latitude is out of range: 77.56111832756598
PAIR	t20/epsg:4132>epsg:2025	4	inv: Latitude is out of range: 5910.729328204212
PAIR	t20/epsg:4168>epsg:2328	1	inv: Latitude is out of range: -38.49768216726383
PAIR	t20/epsg:4168>epsg:2328	2	inv: Latitude is out of range: -1.788551169989828
PAIR	t20/epsg:4168>epsg:2328	3	inv: Latitude is out of range: 38.588225812953034
PAIR	t20/epsg:4168>epsg:2328	4	inv: Latitude is out of range: 1.7912712551253307
PAIR	t20/epsg:4192>epsg:2341	1	inv: Latitude is out of range: -5894.811618797713
PAIR	t20/epsg:4192>epsg:2341	2	inv: Latitude is out of range: -77.48929140379778
PAIR	t20/epsg:4192>epsg:2341	3	inv: Latitude is out of range: 5884.554040394495
PAIR	t20/epsg:4192>epsg:2341	4	inv: Latitude is out of range: 77.43301606609921
PAIR	t20/epsg:4207>epsg:2353	1	inv: Latitude is out of range: -355.1435817734546
PAIR	t20/epsg:4207>epsg:2353	2	inv: Latitude is out of range: -10.484556852884378
PAIR	t20/epsg:4207>epsg:2353	3	inv: Latitude is out of range: 355.5556082805072
PAIR	t20/epsg:4207>epsg:2353	4	inv: Latitude is out of range: 10.490980617508825
PAIR	t20/epsg:4214>epsg:2366	0	inv: Latitude is out of range: -818.450954018759
PAIR	t21/epsg:4132>epsg:2108	0	inv: Latitude is out of range: 4.377821150453632E10
PAIR	t21/epsg:4145>epsg:2121	0	inv: Latitude is out of range: 4.4328197298135605E9
PAIR	t21/epsg:4168>epsg:2150	0	inv: Latitude is out of range: Infinity
PAIR	t21/epsg:4168>epsg:2150	2	inv: Latitude is out of range: Infinity
PAIR	t21/epsg:4168>epsg:2150	4	inv: Latitude is out of range: Infinity
PAIR	t21/epsg:4192>epsg:2193	0	inv: Latitude is out of range: -3.144444073287339E9
PAIR	t21/epsg:4214>epsg:2224	0	inv: Latitude is out of range: -15.697247363064756
PAIR	t21/epsg:4214>epsg:2224	3	inv: Latitude is out of range: 1.855100960471382E8
PAIR	t22/epsg:4145>epsg:2044	0	inv: Latitude is out of range: 3.5630834623050625
PAIR	t22/epsg:4145>epsg:2044	1	inv: Latitude is out of range: -3.891789089544785E9
PAIR	t22/epsg:4145>epsg:2044	2	inv: Latitude is out of range: -18778.77349901353
PAIR	t22/epsg:4145>epsg:2044	3	inv: Latitude is out of range: 4.1102858006596603E9
PAIR	t22/epsg:4145>epsg:2044	4	inv: Latitude is out of range: 18916.64355666092
PAIR	t23/epsg:4132>epsg:20022	0	inv: Latitude is out of range: 12633.271755792708
PAIR	t23/epsg:4155>epsg:20079	0	inv: Latitude is out of range: 16.376173623673413
PAIR	t23/epsg:4155>epsg:20079	2	inv: Latitude is out of range: -2870918.745065508
PAIR	t23/epsg:4155>epsg:20079	4	inv: Latitude is out of range: 2906847.849178431
PAIR	t23/epsg:4168>epsg:20092	0	inv: Latitude is out of range: 7.816143998226391E9
PAIR	t23/epsg:4192>epsg:2094	1	inv: Latitude is out of range: -2.2330851263655273E11
PAIR	t23/epsg:4192>epsg:2094	2	inv: Latitude is out of range: -36372.97242355075
PAIR	t23/epsg:4192>epsg:2094	3	inv: Latitude is out of range: 2.1667154452320715E11
PAIR	t23/epsg:4192>epsg:2094	4	inv: Latitude is out of range: 36281.09696535912
PAIR	t24/epsg:4132>epsg:26716	0	inv: Latitude is out of range: Infinity
PAIR	t24/epsg:4132>epsg:26716	2	inv: Latitude is out of range: Infinity
PAIR	t24/epsg:4132>epsg:26716	4	inv: Latitude is out of range: Infinity
PAIR	t24/epsg:4145>epsg:26735	0	inv: Latitude is out of range: 2.0954161398444023E7
PAIR	t24/epsg:4155>epsg:26748	0	inv: Latitude is out of range: 7.603123059431727
PAIR	t24/epsg:4155>epsg:26748	3	inv: Latitude is out of range: 1163714.5371726195
PAIR	t24/epsg:4155>epsg:26748	4	inv: Latitude is out of range: -1.6150849844147246E9
PAIR	t24/epsg:4168>epsg:26766	1	inv: Latitude is out of range: -2.4820021670356667
PAIR	t24/epsg:4168>epsg:26766	2	inv: Latitude is out of range: -57.63024058483446
PAIR	t24/epsg:4168>epsg:26766	3	inv: Latitude is out of range: 2.485918262674564
PAIR	t24/epsg:4168>epsg:26766	4	inv: Latitude is out of range: 57.77598582704405
PAIR	t24/epsg:4207>epsg:26795	1	inv: Latitude is out of range: -30.789686284812657
PAIR	t24/epsg:4207>epsg:26795	2	inv: Latitude is out of range: -1525.455267148385
PAIR	t24/epsg:4207>epsg:26795	3	inv: Latitude is out of range: 30.81208820955369
PAIR	t24/epsg:4207>epsg:26795	4	inv: Latitude is out of range: 1527.8446369862054
PAIR	t24/epsg:4214>epsg:32007	0	inv: Latitude is out of range: -28.214381681743575
PAIR	t24/epsg:4214>epsg:32007	3	inv: Latitude is out of range: 3.1686187150786705E10
PAIR	t30/epsg:4188>epsg:2025	1	inv: Latitude is out of range: -77.27215906543925
PAIR	t30/epsg:4188>epsg:2025	2	inv: Latitude is out of range: -5853.524280265796
PAIR	t30/epsg:4188>epsg:2025	3	inv: Latitude is out of range: 77.64188181667228
PAIR	t30/epsg:4188>epsg:2025	4	inv: Latitude is out of range: 5920.136159093351
PAIR	t30/epsg:4322>epsg:2328	1	inv: Latitude is out of range: -38.54352367634154
PAIR	t30/epsg:4322>epsg:2328	2	inv: Latitude is out of range: -1.7900833509753291
PAIR	t30/epsg:4322>epsg:2328	3	inv: Latitude is out of range: 38.54478907009168
PAIR	t30/epsg:4322>epsg:2328	4	inv: Latitude is out of range: 1.7901213683813744
PAIR	t30/epsg:4660>epsg:2341	1	inv: Latitude is out of range: -5852.583062209823
PAIR	t30/epsg:4660>epsg:2341	2	inv: Latitude is out of range: -77.27547329685045
PAIR	t30/epsg:4660>epsg:2341	3	inv: Latitude is out of range: 5902.871485564957
PAIR	t30/epsg:4660>epsg:2341	4	inv: Latitude is out of range: 77.5722646387083
PAIR	t30/epsg:4691>epsg:2353	1	inv: Latitude is out of range: -354.516870179282
PAIR	t30/epsg:4691>epsg:2353	2	inv: Latitude is out of range: -10.47598836517392
PAIR	t30/epsg:4691>epsg:2353	3	inv: Latitude is out of range: 355.4376474567296
PAIR	t30/epsg:4691>epsg:2353	4	inv: Latitude is out of range: 10.489061823551193
PAIR	t30/epsg:4817>epsg:2366	0	inv: Latitude is out of range: 161.14742040365363
PAIR	t30/epsg:4817>epsg:2366	2	inv: Latitude is out of range: -9.546812407390865E9
PAIR	t30/epsg:4817>epsg:2366	4	inv: Latitude is out of range: 1.0727446505412252E10
PAIR	t31/epsg:4188>epsg:2108	0	inv: Latitude is out of range: 6.325024628080652E10
PAIR	t31/epsg:4232>epsg:2121	0	inv: Latitude is out of range: 4.434955046239612E9
PAIR	t31/epsg:4322>epsg:2150	0	inv: Latitude is out of range: Infinity
PAIR	t31/epsg:4322>epsg:2150	2	inv: Latitude is out of range: Infinity
PAIR	t31/epsg:4322>epsg:2150	4	inv: Latitude is out of range: Infinity
PAIR	t31/epsg:4660>epsg:2193	0	inv: Latitude is out of range: 1.5671192399339825E10
PAIR	t31/epsg:4817>epsg:2224	0	inv: Latitude is out of range: 3133.3686936239196
PAIR	t32/epsg:4232>epsg:2044	0	inv: Latitude is out of range: 3.5658374065062413
PAIR	t32/epsg:4232>epsg:2044	1	inv: Latitude is out of range: -3.954131582985843E9
PAIR	t32/epsg:4232>epsg:2044	2	inv: Latitude is out of range: -18836.692567531598
PAIR	t32/epsg:4232>epsg:2044	3	inv: Latitude is out of range: 4.176422920153884E9
PAIR	t32/epsg:4232>epsg:2044	4	inv: Latitude is out of range: 18974.918556900313
PAIR	t32/epsg:4817>epsg:21418	1	inv: Latitude is out of range: -12094.526579741385
PAIR	t32/epsg:4817>epsg:21418	2	inv: Latitude is out of range: -122.9733865153549
PAIR	t32/epsg:4817>epsg:21418	3	inv: Latitude is out of range: 12259.018124302085
PAIR	t32/epsg:4817>epsg:21418	4	inv: Latitude is out of range: 123.68447262121721
PAIR	t33/epsg:4188>epsg:20022	0	inv: Latitude is out of range: 17265.78484605186
PAIR	t33/epsg:4289>epsg:20079	0	inv: Latitude is out of range: 42.737703423164604
PAIR	t33/epsg:4289>epsg:20079	2	inv: Latitude is out of range: -2846869.738492831
PAIR	t33/epsg:4289>epsg:20079	4	inv: Latitude is out of range: 2940541.9979276974
PAIR	t33/epsg:4322>epsg:20092	0	inv: Latitude is out of range: 1.665010550642678E9
PAIR	t33/epsg:4660>epsg:2094	0	inv: Latitude is out of range: 7.218715478388197
PAIR	t33/epsg:4660>epsg:2094	1	inv: Latitude is out of range: -1.9951774340793893E11
PAIR	t33/epsg:4660>epsg:2094	2	inv: Latitude is out of range: -36035.81658652232
PAIR	t33/epsg:4660>epsg:2094	3	inv: Latitude is out of range: 2.2999301217459448E11
PAIR	t33/epsg:4660>epsg:2094	4	inv: Latitude is out of range: 36503.80795626147
PAIR	t34/epsg:4188>epsg:26716	0	inv: Latitude is out of range: Infinity
PAIR	t34/epsg:4188>epsg:26716	2	inv: Latitude is out of range: Infinity
PAIR	t34/epsg:4188>epsg:26716	4	inv: Latitude is out of range: Infinity
PAIR	t34/epsg:4232>epsg:26735	0	inv: Latitude is out of range: 2.0884161346474662E7
PAIR	t34/epsg:4289>epsg:26748	0	inv: Latitude is out of range: 27.88448758259495
PAIR	t34/epsg:4289>epsg:26748	3	inv: Latitude is out of range: 1174443.6545701735
PAIR	t34/epsg:4289>epsg:26748	4	inv: Latitude is out of range: -1.5694796938130622E9
PAIR	t34/epsg:4322>epsg:26766	1	inv: Latitude is out of range: -2.4840145748126137
PAIR	t34/epsg:4322>epsg:26766	2	inv: Latitude is out of range: -57.69875974764535
PAIR	t34/epsg:4322>epsg:26766	3	inv: Latitude is out of range: 2.484069303878163
PAIR	t34/epsg:4322>epsg:26766	4	inv: Latitude is out of range: 57.700796400989596
PAIR	t34/epsg:4691>epsg:26795	1	inv: Latitude is out of range: -30.79009852440029
PAIR	t34/epsg:4691>epsg:26795	2	inv: Latitude is out of range: -1524.3518487672216
PAIR	t34/epsg:4691>epsg:26795	3	inv: Latitude is out of range: 30.842980392949602
PAIR	t34/epsg:4691>epsg:26795	4	inv: Latitude is out of range: 1529.5362267215494
PAIR	t34/epsg:4817>epsg:32007	0	inv: Latitude is out of range: 5695.859162060378
PAIR	t42/esri:104000>epsg:21418	0	inv: Latitude is out of range: -2482.0665971966396
PAIR	t42/esri:104000>epsg:21418	3	inv: Latitude is out of range: -3.8411061959530737
PAIR	t42/esri:4267>epsg:2044	0	inv: Latitude is out of range: -2481.398275820728
PAIR	t42/esri:4267>epsg:2044	3	inv: Latitude is out of range: -3.8458592335879533
PAIR	t42/esri:4267>epsg:2092	0	inv: Latitude is out of range: 2931.9147399254307
PAIR	t42/esri:4267>epsg:2092	4	inv: Latitude is out of range: 2.4541699037316516
PAIR	t43/epsg:4267>epsg:20009	0	inv: Latitude is out of range: 2924.4782164677135
PAIR	t43/epsg:4267>epsg:20009	4	inv: Latitude is out of range: 2.4516713830862518
PAIR	t43/epsg:4267>epsg:20079	0	inv: Latitude is out of range: 6717.158300257907
PAIR	t43/epsg:4267>epsg:20079	3	inv: Latitude is out of range: 2.9729595278368404
PAIR	t43/epsg:4267>epsg:2392	3	inv: Latitude is out of range: 204.9980246199294
PAIR	t43/esri:104000>epsg:20022	4	inv: Latitude is out of range: 6.060405609981295
PAIR	t43/esri:104000>epsg:20092	0	inv: Latitude is out of range: 21.64349689450469
PAIR	t43/esri:104000>epsg:20092	1	inv: Latitude is out of range: 1.968395082203215
PAIR	t43/esri:104000>epsg:20092	2	inv: Latitude is out of range: 1200.3184108041637
PAIR	t43/esri:104000>epsg:20092	3	inv: Latitude is out of range: 2.304231166914665
PAIR	t43/esri:104000>epsg:20092	4	inv: Latitude is out of range: 687.2659665481995
PAIR	t43/esri:104000>epsg:2468	0	inv: Latitude is out of range: 2924.4782164677194
PAIR	t43/esri:104000>epsg:2468	4	inv: Latitude is out of range: 2.451671383086256
PAIR	t43/esri:4267>epsg:20066	3	inv: Latitude is out of range: 3.937211867154893
PAIR	t43/esri:4267>epsg:2094	0	inv: Latitude is out of range: 284.28300206034953
REG	epsg:2082	3	inv: Latitude is out of range: -1.5744407331521189
REG	epsg:2082	4	inv: Latitude is out of range: -1.5743492179502356
REG	epsg:2083	3	inv: Latitude is out of range: -1.5740744845551815
REG	epsg:2083	4	inv: Latitude is out of range: -1.5738217942727228
REG	epsg:22191	3	inv: Latitude is out of range: -1.5738072720614482
REG	epsg:22191	4	inv: Latitude is out of range: -1.5741001870161433
REG	epsg:22192	3	inv: Latitude is out of range: -1.5738084411818603
REG	epsg:22192	4	inv: Latitude is out of range: -1.5740737314337603
REG	epsg:22193	3	inv: Latitude is out of range: -1.5738112351632638
REG	epsg:22193	4	inv: Latitude is out of range: -1.5740481851536159
REG	epsg:22194	3	inv: Latitude is out of range: -1.5738156465010618
REG	epsg:22194	4	inv: Latitude is out of range: -1.57402361736633
REG	epsg:22195	3	inv: Latitude is out of range: -1.5738216633470272
REG	epsg:22195	4	inv: Latitude is out of range: -1.5740000945545245
REG	epsg:22196	3	inv: Latitude is out of range: -1.573829269539133
REG	epsg:22196	4	inv: Latitude is out of range: -1.5739776803199754
REG	epsg:22197	3	inv: Latitude is out of range: -1.573838444642267
REG	epsg:22197	4	inv: Latitude is out of range: -1.5739564352187703
REG	epsg:3901	0	crs-tgt: vunits parameter is not supported
REG	epsg:3901	1	crs-tgt: vunits parameter is not supported
REG	epsg:3901	2	crs-tgt: vunits parameter is not supported
REG	epsg:3901	3	crs-tgt: vunits parameter is not supported
REG	epsg:3901	4	crs-tgt: vunits parameter is not supported
REG	epsg:3902	0	crs-tgt: vunits parameter is not supported
REG	epsg:3902	1	crs-tgt: vunits parameter is not supported
REG	epsg:3902	2	crs-tgt: vunits parameter is not supported
REG	epsg:3902	3	crs-tgt: vunits parameter is not supported
REG	epsg:3902	4	crs-tgt: vunits parameter is not supported
REG	epsg:3903	0	crs-tgt: vunits parameter is not supported
REG	epsg:3903	1	crs-tgt: vunits parameter is not supported
REG	epsg:3903	2	crs-tgt: vunits parameter is not supported
REG	epsg:3903	3	crs-tgt: vunits parameter is not supported
REG	epsg:3903	4	crs-tgt: vunits parameter is not supported
REG	epsg:4097	0	crs-tgt: vunits parameter is not supported
REG	epsg:4097	1	crs-tgt: vunits parameter is not supported
REG	epsg:4097	2	crs-tgt: vunits parameter is not supported
REG	epsg:4097	3	crs-tgt: vunits parameter is not supported
REG	epsg:4097	4	crs-tgt: vunits parameter is not supported
REG	epsg:4098	0	crs-tgt: vunits parameter is not supported
REG	epsg:4098	1	crs-tgt: vunits parameter is not supported
REG	epsg:4098	2	crs-tgt: vunits parameter is not supported
REG	epsg:4098	3	crs-tgt: vunits parameter is not supported
REG	epsg:4098	4	crs-tgt: vunits parameter is not supported
REG	epsg:4099	0	crs-tgt: vunits parameter is not supported
REG	epsg:4099	1	crs-tgt: vunits parameter is not supported
REG	epsg:4099	2	crs-tgt: vunits parameter is not supported
REG	epsg:4099	3	crs-tgt: vunits parameter is not supported
REG	epsg:4099	4	crs-tgt: vunits parameter is not supported
REG	epsg:4100	0	crs-tgt: vunits parameter is not supported
REG	epsg:4100	1	crs-tgt: vunits parameter is not supported
REG	epsg:4100	2	crs-tgt: vunits parameter is not supported
REG	epsg:4100	3	crs-tgt: vunits parameter is not supported
REG	epsg:4100	4	crs-tgt: vunits parameter is not supported
REG	epsg:5318	0	crs-tgt: vunits parameter is not supported
REG	epsg:5318	1	crs-tgt: vunits parameter is not supported
REG	epsg:5318	2	crs-tgt: vunits parameter is not supported
REG	epsg:5318	3	crs-tgt: vunits parameter is not supported
REG	epsg:5318	4	crs-tgt: vunits parameter is not supported
REG	epsg:5472	0	inv: Infinite longitude
REG	epsg:5498	0	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5498	1	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5498	2	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5498	3	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5498	4	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5499	0	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5499	1	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5499	2	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5499	3	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5499	4	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5500	0	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5500	1	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5500	2	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5500	3	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5500	4	crs-tgt: geoidgrids parameter is not supported
REG	epsg:5554	0	crs-tgt: vunits parameter is not supported
REG	epsg:5554	1	crs-tgt: vunits parameter is not supported
REG	epsg:5554	2	crs-tgt: vunits parameter is not supported
REG	epsg:5554	3	crs-tgt: vunits parameter is not supported
REG	epsg:5554	4	crs-tgt: vunits parameter is not supported
REG	epsg:5555	0	crs-tgt: vunits parameter is not supported
REG	epsg:5555	1	crs-tgt: vunits parameter is not supported
REG	epsg:5555	2	crs-tgt: vunits parameter is not supported
REG	epsg:5555	3	crs-tgt: vunits parameter is not supported
REG	epsg:5555	4	crs-tgt: vunits parameter is not supported
REG	epsg:5556	0	crs-tgt: vunits parameter is not supported
REG	epsg:5556	1	crs-tgt: vunits parameter is not supported
REG	epsg:5556	2	crs-tgt: vunits parameter is not supported
REG	epsg:5556	3	crs-tgt: vunits parameter is not supported
REG	epsg:5556	4	crs-tgt: vunits parameter is not supported
REG	epsg:5598	0	crs-tgt: vunits parameter is not supported
REG	epsg:5598	1	crs-tgt: vunits parameter is not supported
REG	epsg:5598	2	crs-tgt: vunits parameter is not supported
REG	epsg:5598	3	crs-tgt: vunits parameter is not supported
REG	epsg:5598	4	crs-tgt: vunits parameter is not supported
REG	epsg:5628	0	crs-tgt: vunits parameter is not supported
REG	epsg:5628	1	crs-tgt: vunits parameter is not supported
REG	epsg:5628	2	crs-tgt: vunits parameter is not supported
REG	epsg:5628	3	crs-tgt: vunits parameter is not supported
REG	epsg:5628	4	crs-tgt: vunits parameter is not supported
REG	epsg:5698	0	crs-tgt: vunits parameter is not supported
REG	epsg:5698	1	crs-tgt: vunits parameter is not supported
REG	epsg:5698	2	crs-tgt: vunits parameter is not supported
REG	epsg:5698	3	crs-tgt: vunits parameter is not supported
REG	epsg:5698	4	crs-tgt: vunits parameter is not supported
REG	epsg:5699	0	crs-tgt: vunits parameter is not supported
REG	epsg:5699	1	crs-tgt: vunits parameter is not supported
REG	epsg:5699	2	crs-tgt: vunits parameter is not supported
REG	epsg:5699	3	crs-tgt: vunits parameter is not supported
REG	epsg:5699	4	crs-tgt: vunits parameter is not supported
REG	epsg:5707	0	crs-tgt: vunits parameter is not supported
REG	epsg:5707	1	crs-tgt: vunits parameter is not supported
REG	epsg:5707	2	crs-tgt: vunits parameter is not supported
REG	epsg:5707	3	crs-tgt: vunits parameter is not supported
REG	epsg:5707	4	crs-tgt: vunits parameter is not supported
REG	epsg:5708	0	crs-tgt: vunits parameter is not supported
REG	epsg:5708	1	crs-tgt: vunits parameter is not supported
REG	epsg:5708	2	crs-tgt: vunits parameter is not supported
REG	epsg:5708	3	crs-tgt: vunits parameter is not supported
REG	epsg:5708	4	crs-tgt: vunits parameter is not supported
REG	epsg:5832	0	crs-tgt: vunits parameter is not supported
